Model,Subgroup_variable,Subgroup_level,n_respondents,n_choice_sets,n_observations,Variable,Coefficient,SE,z_value,p_value,Odds_Ratio,Significance
M56 subgroup: EV_experience = No EV experience,EV_experience,No EV experience,54,528,1056,BEV_Easy,-0.18612064620410337,0.8022648524764772,-0.23199401747387471,0.8165426604227549,0.8301734316666143,
M56 subgroup: EV_experience = No EV experience,EV_experience,No EV experience,54,528,1056,PowertrainBEV:ReliabilityHigh,0.10073565639511185,0.7092236286913775,0.14203652038636114,0.8870511590127451,1.1059842432564766,
M56 subgroup: EV_experience = No EV experience,EV_experience,No EV experience,54,528,1056,PowertrainBEV:ReliabilityMedium,0.2513590247176699,0.7238989048138729,0.34722945848674647,0.7284189413375363,1.2857716252686853,
M56 subgroup: EV_experience = No EV experience,EV_experience,No EV experience,54,528,1056,PowertrainBEV:Smart_CockpitAdvanced,0.03615723251204214,0.4781619483366666,0.07561712645227968,0.939723710537178,1.0368188553085977,
M56 subgroup: EV_experience = No EV experience,EV_experience,No EV experience,54,528,1056,PowertrainBEV:Smart_CockpitIntermediate,0.330700846649998,0.42263627478290194,0.782471516009531,0.4339375187937605,1.3919433255087421,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,"Purchase_PriceRMB 150,000–170,000",0.09833726311338672,0.25632109200476344,0.3836487366071273,0.7012388124792447,1.1033348365074431,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,"Purchase_PriceRMB 190,000–210,000",-0.06374491235595867,0.21732930120770855,-0.2933102531583425,0.7692850172413301,0.9382443035366087,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Monthly_Operating_CostRMB 300/month,1.088391705342959,0.29547869506093755,3.6834862328009685,2.3006571491473752e-4,2.969494408048299,***
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Monthly_Operating_CostRMB 600/month,0.5340015708763275,0.22503594483309453,2.372961223027671,0.01764611638638835,1.7057443269628543,*
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Cabin_ComfortImproved,-1.9216390742154352,1.43817826392193,-1.336161950449106,0.18149634475503076,0.14636685926588042,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Cabin_ComfortPremium,-0.7721838443254472,0.5098014186214198,-1.5146757465162595,0.1298545393704827,0.4620030231415184,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,PowertrainBEV,-0.22917327819028077,0.24826660804797276,-0.9230934437465607,0.3559585109949759,0.7951907323554412,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,ReliabilityHigh,-0.40383583356318203,0.5930567788225736,-0.6809395794529797,0.49590972262612026,0.6677537350225836,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,ReliabilityMedium,0.7372593548834706,0.3571539480137154,2.0642620891738215,0.03899287341472671,2.0901991633039856,*
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Smart_CockpitAdvanced,0.13756924453914937,0.24185071491005666,0.5688188459162126,0.5694790837805692,1.1474811600252692,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Smart_CockpitIntermediate,0.28389833366243267,0.25331319929782936,1.1207403895627377,0.26239838454877734,1.3282978807071593,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Convenience_intDifficult,-0.3533641047319345,0.18707645289385358,-1.8888753729601229,0.05890853008751515,0.7023214282620536,.
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,Convenience_intEasy,0.28631701353513495,0.28714986511666757,0.9970995926423499,0.3187161707450524,1.3315144964699774,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,BEV_Easy,0.33632507759247815,0.6156180262335192,0.5463210355456708,0.5848452790217235,1.3997939925180736,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,PowertrainBEV:ReliabilityHigh,-0.6919830133356517,0.5030422073873312,-1.3755963280489512,0.16894664416403113,0.5005824225649982,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,PowertrainBEV:ReliabilityMedium,-0.2566354580954624,0.5339231742436262,-0.4806598972951885,0.6307582374652728,0.7736501902800091,
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,PowertrainBEV:Smart_CockpitAdvanced,0.5921009719449523,0.33524349761708094,1.7661818235211737,0.07736534947868119,1.8077825287148166,.
M56 subgroup: Car_ownership = Car ownership,Car_ownership,Car ownership,89,867,1734,PowertrainBEV:Smart_CockpitIntermediate,0.16102784230543216,0.3145577248122714,0.5119182572977149,0.6087082198756164,1.1747176752068684,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,"Purchase_PriceRMB 150,000–170,000",-0.5364190435680739,0.5304212307937011,-1.0113076408449901,0.3118692101495542,0.5848387893033979,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,"Purchase_PriceRMB 190,000–210,000",-0.8189810487799604,0.4965210609206252,-1.6494386910022418,0.09905779368593923,0.44088066159701494,.
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Monthly_Operating_CostRMB 300/month,0.7313455507121167,0.6423370014448846,1.138569861407664,0.2548826049039026,2.07787461317998,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Monthly_Operating_CostRMB 600/month,0.56140489409256,0.4777221757628858,1.1751702612424038,0.23992660538609548,1.7531337382342764,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Cabin_ComfortImproved,1.5951283589268723,3.9316415978440755,0.4057156073945205,0.684951573205769,4.9289617077514425,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Cabin_ComfortPremium,1.485156453718317,1.4288981211904357,1.0393718290293585,0.298631840464093,4.415656204570712,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,PowertrainBEV,-0.0449383125043619,0.7130683022509049,-0.06302104912321514,0.9497497428595099,0.9560564567425791,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,ReliabilityHigh,0.8144766028844476,1.6782751229437765,0.48530577123482344,0.6274594622602252,2.257993535709708,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,ReliabilityMedium,0.015924606625877434,0.8962500425098607,0.017768040022940617,0.9858239011006331,1.0160520789238061,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Smart_CockpitAdvanced,0.7218210097159438,0.856601455951568,0.8426567626062444,0.39942043529871635,2.0581777618785497,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Smart_CockpitIntermediate,0.7741995415512359,0.7877219145257598,0.9828335701658563,0.325689356738343,2.1688553535767054,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Convenience_intDifficult,-0.37577752683562204,0.40285807734237916,-0.9327789312667993,0.3509341214975919,0.6867551006287164,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,Convenience_intEasy,-0.026155708684123386,0.5582312894602993,-0.046854608793804535,0.9626291052671362,0.9741833889849099,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,BEV_Easy,-0.14977954254901654,1.2995290805279462,-0.11525678400991778,0.9082415913807977,0.8608977468289628,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,PowertrainBEV:ReliabilityHigh,0.9050887964536121,1.2692082688507549,0.7131129056330161,0.47577589413093996,2.4721514315914552,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,PowertrainBEV:ReliabilityMedium,0.29941891735612935,1.2802258758232912,0.23387975747918563,0.8150783286214761,1.3490746559017732,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,PowertrainBEV:Smart_CockpitAdvanced,-0.4832036233016801,0.614542578506067,-0.7862817650102168,0.43170243303299477,0.6168042148748498,
M56 subgroup: Car_ownership = No car ownership,Car_ownership,No car ownership,17,169,338,PowertrainBEV:Smart_CockpitIntermediate,-0.6629330971554165,0.8370888068354437,-0.7919507365790605,0.42838940152516586,0.5153375803918933,
